32 32
3
17
6
23 6
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
 0; 0; 0; 0; 0; 0; 1; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 2; 2; 2; 0; 0; 0; 2; 0; 0; 2; 0; 0; 0
 0; 0; 1;1M;1M; 1; 1; 1; 1; 1; 0; 1; 1; 1; 1; 1; 0; 0; 1; 2; 2; 2; 2; 0; 2; 2; 2; 2; 2; 0; 0; 0
 0; 0; 0;1M; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 0; 1;1M; 1; 1; 1; 1;1P; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 0; 1;1M; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
 0; 1; 1;1M; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1;1M;2M; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1;2M; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1;2M;2M; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2;2M; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
 0; 0; 0; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1;1M; 1; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 0; 1; 1; 1; 1; 1; 1; 1; 3; 3; 3; 3; 3; 3; 3; 2;2M;2M; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0; 0
 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;2M;2M;2M; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 2; 0
 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 2; 2; 2; 2; 2; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 4;4P; 4; 4; 4; 4; 4; 4; 4; 4; 0
 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;4M; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;3M;4M; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0
 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;3M; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;3M;3M; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0
 0; 0; 3; 3; 3; 3;3T; 3; 3; 3; 3; 3; 3; 3; 3; 3; 3;3P; 3; 3; 3; 4; 4; 4; 4; 4; 4;4M;4M;4M; 0; 0
 0; 0; 3; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4;4M;4M; 4;4M; 0; 0
 0; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0; 0
 0; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 4; 0
 0; 0; 0; 0; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 5; 0; 4; 4; 4; 4; 4; 4; 0; 0; 4; 4; 4; 4; 4; 4; 0; 0
 0; 0; 0; 0; 0; 0; 0; 0; 5; 5; 0; 5; 5; 0; 0; 0; 0; 4; 4; 4; 0; 0; 0; 0; 0; 4; 0; 0; 0; 0; 0; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0
